HSN,NAME,GST,,,,,
4008.21.00,"Plates, sheets, strip of non-cellular rubber",18,,,,,
4008.21.10,"Plates sheets and strip of microcellular rubber used in the manufacture of soles, heels or soles and heels combined for footwear",18,,,,,
4008.29.00 �,"Rods, profile shapes of non-cellular rubber",18,,,,,
4008.29.20 �,"Blocks of micro cellular, rubber but not of latex foam sponge, used in the manufacture of soles, heels or soles and heels combined for footwear",18,,,,,
4008.29.40,Tread rubber and tread packing strip for resoling or repairing ro retreading rubber tyres,18,,,,,
4009.00.00,"Tubes, pipes and hoses, of vulcanised rubber other than hard rubber, with or without their fittings (for example, joints, elbows, flanges) ",18,,,,,
4009.10.00,"Tubes, pipes, hoses of vulcanized rubber (without fittings)",18,,,,,
4009.20.00 �,"Tubes, pipes, hoses of vulcanized rubber (reinforced with metal, without fittings)",18,,,,,
4009.30.00 �,"Tubes, pipes, hoses of vulcanized rubber (reinforced with textile materials)",18,,,,,
4009.40.00,"Tubes, pipes, hoses of vulcanized rubber (reinforced with other materials)",18,,,,,
4009.50.00,"Tubes, pipes, hoses of vulcanized rubber (with fittings)",18,,,,,
4010.00.00,Conveyor or transmission belts or belting of vulcanized rubber,18,,,,,
4010.10.00 �,Conveyor or transmission belts of vulcanized rubber (trapezoidal cross section),18,,,,,
4010.91.00,Conveyor or transmission belts of vulcanized rubber (width exceeding 20cm),18,,,,,
4010.99.00 �,"Other belt for conveyor, transmission of vulcanized rubber",18,,,,,
4011.00.00�,"New pneumatic tires, of rubber used in motor cars, buses or lorries, aircraft, motor cycles etc., [other than of a kind used on/in bicycles, cycle-reckshaws and three wheeled powered cycle rickshaws].",28,,,,,
4011.10.00,"New pneumatic tyres of rubber, of a kind used on motor cars",28,,,,,
4011.20.00,"New pneumatic tyres of rubber, of a kind used on buses or lorries",28,,,,,
4011.30.00,New pneumatic tyres of rubber of a kind used on aircraft,28,,,,,
4011.40.00,New pneumatic tyres of rubber of a kind used on motorcycles,28,,,,,
4011.50.00,"Pneumatic tires, of a kind used on/in bicycles, cycle-reckshaws and three wheeled powered cycle rickshaws.",5,,,,,
4011.61.00,"Tyres used for tractors, power tillers threshing and harvesting machinery",28,,,,,
4011.62.00,"New pneumatic tyres, of rubber of a kind used on construction or industrial hankling vehicles and machines",28,,,,,
4011.91.00,"Pneumatic tyres of rubber, having a ""herring-bone"" or similar tread",28,,,,,
4011.99.00,Other pneumatic tyres of rubber,28,,,,,
4012.00.00 �,Retread or used tyres and flaps,28,,,,,
4012.10.00,Retreaded tyres,28,,,,,
4012.20.00,Used pneumatic tyres,28,,,,,
4012.90.00,"Solid or cushion tyres, interchangeable tyre treads, tyre flaps, of rubber",28,,,,,
4013.00.00,"Inner tubes of rubber [other than kind used on/in bicycles, cycle-reckshaws and three wheeled powered cycle rickshaws].",28,,,,,
4013.00.00,"Iinner tubes, of rubber, of a kind used on/in bicycles, cycle-reckshaws and three wheeled powered cycle rickshaws.",5,,,,,
4013.10.00,"Inner tubes, of rubber, of a kind used on passenger motor cars, buses or trucks",28,,,,,
4013.10.10,"Inner tubes, of rubber, of a kind used on passenger motor cars",28,,,,,
4013.10.20,"Inner tubes, of rubber, of a kind used on passenger for lorry,  buses ",28,,,,,
4013.20.00,"Inner tubes, of rubber, of a kind used on bicycles",5,,,,,
4013.90.00,Other inner tubes of rubber,28,,,,,
4013.90.10,"Inner tubes, of rubber, of a kind used on passenger for aircraft",28,,,,,
4013.90.20,"Inner tubes, of rubber, of a kind used on passenger for motor cycle",28,,,,,
4013.90.30,"Inner tubes, of rubber, of a kind used on passenger for off road vehicles, not elsewhere specified or included",28,,,,,
4013.90.41,Inner tubes used for rear tyres of tractors ,28,,,,,
4013.90.49,Other (Inner tubes used for tyres of tractors),28,,,,,
4014.00.00,"Hygienic or pharmaceutical articles (including teats), of vulcanised rubber other than hard rubber, with or without fittings of hard rubber; such as hot water bottles, Ice bags [Other than Sheath contraceptives, male (condoms), Rubber contraceptives, female (diaphragms), such as cervical caps].",18,,,,,
4014.00.00,"Sheath contraceptives, male (condoms), Rubber contraceptives, female (diaphragms), such as cervical caps",0,,,,,
4014.10.00 �,Sheath contraceptives,0,,,,,
4014.10.10,"Rubber Contraceptives, male (Condomes)",0,,,,,
4014.10.20,"Rubber contraceptives,fimale (diaphragms), such as cervical caps",0,,,,,
4014.90.00,Other hygienic or pharmaceutical articles of vulcanized rubber,18,,,,,
4014.90.10,Hot water bottles,18,,,,,
4014.90.20,Ice bags,18,,,,,
4014.90.30,Nipples of feeding bottles,12,,,,,
4015.00.00,"Articles of apparel and clothing accessories (including gloves, mittens and mitts) for all purposes, of vulcanised rubber other than hard rubber [other than Surgical gloves].",18,,,,,
4015.11.00,Surgical rubber gloves or medical examination rubber gloves .,12,,,,,
4015.19.00,Other gloves of valcanized rubber,18,,,,,
4015.90.00,"Other articles of apparel and clothing accessories, of vulcanized rubber",18,,,,,
4015.90.10,Aprons of rubber,18,,,,,
4016.00.00,"Other articles of vulcanised rubber including Floor coverings and mats, rubber boats or dock fenders, air mattress, rubber cots for textile industry, cushionsm of vulcanised rubber (other than erasers)",28,,,,,
4016.00.00,Toy balloons made of natural rubber latex,5,,,,,
4016.10.00,Articles of cellular rubber,28,,,,,
4016.91.00,Floor coverings and mats of vulcanized rubber,28,,,,,
4016.92.00,Erasers of vulcanized rubber,18,,,,,
4016.93.00,"Gaskets, washers and other seals of vulcanized rubber",28,,,,,
4016.94.00,Boat or dock fenders of vulcanized robber,28,,,,,
4016.95.00,Other inflatable articles of vulcanized rubber,28,,,,,
4016.95.10,Air mattresses of rubber,28,,,,,
4016.99.00,Other articles of vulcanized rubber,28,,,,,
4016.99.10,Rubber cots for textile industry,28,,,,,
4016.99.20,Rubber bands,28,,,,,
4016.99.30,Rubber threads / elastic thread,28,,,,,
4016.99.40,Rubber blankets,28,,,,,
4016.99.50,Rubber cushion,28,,,,,
4016.99.60,Rubber bushes,28,,,,,
4016.99.70,Rubber ear plug,28,,,,,
4016.99.80,"Rubber stoppers, caps and lids",28,,,,,
4016.99.90,Rubber cots for textile industry,28,,,,,
4017.00.00,Hard rubber and articles of Hard rubber(including printers rollers and textile rollers and cyclostyling rollers) ,28,,,,,
4017.00.00�,"Hard rubber, articles of hard rubber",28,,,,,
4017.00.20 �,"Scrap, waste and powder of herdened rubber (ebonite and vulcanite)",28,,,,,
4017.00.30 �,Print rollers,28,,,,,
4017.00.40 �,Textile rollers,28,,,,,
4017.00.50 �,Type writers and cyclostyling rollers,28,,,,,
4017.00.90 �,Type writers and cyclostyling rollers: Other,28,,,,,
4101.00.00,"Raw hides and skins of bovine (including buffalo) or equine animals (fresh or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not dehaired or split ",5,,,,,
4101.10.00,Whole hides and skins of bovine animals,5,,,,,
4101.21.00,Whole hides and skins of bovine animals (fresh or wet-salted),5,,,,,
4101.22.00,Buttes and bends (skins of bovine animals),5,,,,,
4101.29.00,Other hides and skins of bovine animals (fresh or wet salted),5,,,,,
4101.30.00,Hides and skins of bovine animals (otherwise preserved),5,,,,,
4101.40.00,Hides and skins of equine animals,5,,,,,
4102.00.00,"Raw skins of sheep or lambs (fresh, or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not with wool on or split.",5,,,,,
4102.10.00,Raw skins of sheep or lambs (with wool on  fresh or preserved) ,5,,,,,
4102.21.00,Raw skins of sheep or lambs (without wool on  pickled),5,,,,,
4102.29.00,Other raw skins of sheep or lambs (without wool on),5,,,,,
4103.00.00,"Other raw hides and skins (fresh, or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not dehaired or split.",5,,,,,
4103.10.00,Raw hides and skins of goats or kids (fresh or preserved),5,,,,,
4103.20.00,Raw hides and skins of reptiles (fresh or preserved),5,,,,,
4103.90.00,Other raw hides and skins (fresh or preserved),5,,,,,
4104.00.00,"Tanned or crust hides and skins of bovine (including buffalo) or equine animals, without hair on, whether or not split, but not further prepared. ",5,,,,,
4104.10.00,Whole bovine skin leather,5,,,,,
4104.21.00,Bovine leather (vegetable pre-tanned),5,,,,,
4104.22.00,Bovine leather (otherwise pre-tanned),5,,,,,
4104.29.00,"Equine leather, tanned",5,,,,,
4104.31.00,Other bovine leather and equine leather (full grains and grain splits),5,,,,,
4104.39.00,Other bovine leather and equine leather (parchment-dressed),5,,,,,
4105.00.00,"Tanned or crust skins of sheep or lambs, without wool on, whether or not split, but not further prepared ",5,,,,,
4105.11.00,Sheep or lamb skin leather (without wool on  vegetable pre-tanned) ,5,,,,,
4105.12.00,Sheep or lamb skin leather (without wool on  otherwise pre-tanned) ,5,,,,,
4105.19.00,Other sheep or lamb skin leather (without wool on),5,,,,,
4105.20.00,Sheep or lamb skin leather (without wool on  parchment-dressed),5,,,,,
4106.00.00,"Tanned or crust hides and skins of other animals, without wool or hair on, whether or not split but not further prepared ",5,,,,,
4106.11.00,Goat or kid skin leather (without hair on  vegetable pre-tanned),5,,,,,
4106.12.00,Goat or kid skin leather (without hair on  otherwise pre-tanned),5,,,,,
4106.19.00,Other goat or kid skin leather (without hair on),5,,,,,
4106.20.00,Goat or kid skin leather (without hair on  parchment-dressed),5,,,,,
4107.00.00,"Leather further prepared after tanning or crusting, including parchment-dressed leather, of bovine (including buffalo) or equine animals, without hair on, whether or not split, other than leather of heading 4114 ",12,,,,,
4107.10.00,Leather of swine (without hair on),12,,,,,
4107.21.00,Leather of reptiles (vegetable pre-tanned),12,,,,,
4107.29.00,Other leather of reptiles,12,,,,,
4107.90.00,Leather of other animals (without hair on),12,,,,,
4108.00.00,0,12,,,,,
4109.00.00,0,12,,,,,
4110.00.00,0,12,,,,,
4111.00.00,0,12,,,,,
4112.00.00,"Leather further prepared after tanning or crusting including parchment dressed leather, of sheep or lamb without wool on, whether or not split other than leather of heading 4114.",12,,,,,
4113.00.00,"Leather further prepared after tanning or crusting including parchment dressed leather, of other animals, without wool or hair on, whether or not split, other thanleather of heading 4114.",12,,,,,
4114.00.00,Chamois (including combination chamois) leather  patent leather and patent laminated leather  metallised leather,12,,,,,
4115.10.00,"Composition leather, with a basis of leather or leather fibre, in slabs, sheet or strip wether or not in rolls; parings and other waste of leather or of composition leather, not suitable for the maufacture of leather articles; leather dust, powder and flour.",12,,,,,
4115.20.00,Pairings and other waste of leather,12,,,,,
4201.00.00,"Saddlery and harness for any animal (including traces, leads, knee pads, muzzles, saddle cloths, saddle bags, dog coats and the like), of any material ",28,,,,,
4202.00.00 �,"Trunks, suit-cases, vanity-cases, executivecases, brief-cases, school satchels, spectacle cases, binocular cases, camera cases, musical instrument cases, gun cases, holsters and similar containers; travelling-bags, insulated food or beverages bags, toilet bags, rucksacks, handbags, shopping-bags, wallets, purses, mapcases, cigarette-cases, tobacco- pouches, tool bags, sports bags, bottle-cases, jewellery boxes, powder-boxes, cutlery cases and similar containers, of leather, of sheeting of plastics, of textile materials, of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper.",28,,,,,
4202.11.00,"Travel goods, similar containers of leather, composition leather, patent leather",28,,,,,
4202.11.10,"Travel goods, trunks, suitcases, sports bags and other similar items of leather",28,,,,,
4202.11.20,Toilet bags and cases of leather,28,,,,,
4202.11.30,Satchles,28,,,,,
4202.11.40,Brief cases,28,,,,,
4202.11.50,Executive cases,28,,,,,
4202.11.60,Vanity cases,28,,,,,
4202.11.70,Attache cases,28,,,,,
4202.12.00,"Travel goods, similar containers of plastics or of textile materials",28,,,,,
4202.12.10,Toilet cases,28,,,,,
4202.12.20,Plastic moulded suit-cases,28,,,,,
4202.12.30,Plastic moulded brief-cases,28,,,,,
4202.12.40,Satchles,28,,,,,
4202.12.50,Other travel goods,28,,,,,
4202.12.60,Brief cases,28,,,,,
4202.12.70,Executive cases other than plastic moulded,28,,,,,
4202.12.80,Vanity cases ,28,,,,,
4202.19.00,"Trunk, suit-case, vanity-cases, similar containers of other materials",28,,,,,
4202.21.00,"Handbags of leather, of composition leather, of patent leather",28,,,,,
4202.21.10,Handbags for ladies,28,,,,,
4202.21.20,Vanity bags,28,,,,,
4202.22.00,Handbags of plastic sheeting or of textile materials,28,,,,,
4202.22.10,Handbags and shopping bags of artificial plastic material,28,,,,,
4202.22.20,Handbags and shopping bags of cotton,28,,,,,
4202.22.30,Handbags and shopping bags of jute,28,,,,,
4202.22.40,Vanity bags of toher textile materials,28,,,,,
4202.29.00,Handbags of other materials,28,,,,,
4202.31.00,"Articles carried in pocket or handbag of leather, composition leather, patent leather",28,,,,,
4202.31.10,Jewellery box,28,,,,,
4202.31.20,Wallets,28,,,,,
4202.32.00,"Articles carried in pocket or handbag of plastics, textile materials",28,,,,,
4202.39.00,Articles carried in pocket or in handbag of other materials,28,,,,,
4202.91.00,"Spectacle case, tool bag, similar case of leather, composition leather, patent leather",28,,,,,
4202.92.00,"Musical instrument case, similar case of plastics, textile materials",28,,,,,
4202.99.00,"Musical instrument case, tool bag, similar case of other materials (Cigar cases and cigarette cases)",28,,,,,
4203.00.00,"Articles of apparel and clothing accessories, of leather or of composition leather. ",28,,,,,
4203.00.00,Gloves specially designed for use in sports,12,,,,,
4203.10.00,Articles of apparel.,28,,,,,
4203.10.10,Jackets and jerseys,28,,,,,
4203.21.00,Gloves of leather or of composition leather (for use in sports),12,,,,,
4203.29.00,"Other gloves, mittens, mitts of leather or of composition leather",28,,,,,
4203.29.10,Gloves for use in industry,28,,,,,
4203.29.20,Other gloves,28,,,,,
4203.29.30,Other Mittens and mitts,28,,,,,
4203.30.00,Belts and bandoliers of leather or of composition leather,28,,,,,
4203.40.00,Other clothing accessories of leather or of composition leather,28,,,,,
4203.40.10,Apron,28,,,,,
4204.00.00 �,0,28,,,,,
4205.00.00,Other articles of leather or of composition leather ,28,,,,,
4206.00.00,"Articles of gut (other than silk-worm gut), of goldbeater`s skin, of bladders or of tendons. ",28,,,,,
4206.10.00,Catgut,28,,,,,
4206.90.00,"Articles of other gut, of goldbeater's skin, of bladbers or of tendons",28,,,,,
4301.00.00,"Raw furskins (including heads, tails, paws and other pieces or cuttings, suitable for furriers use), other than raw hides and skins of heading 4101, 4102 or 4103; of mink, of lamb , of fox etc., ",18,,,,,
4301.10.00,"Raw furskins of mink, whole",18,,,,,
4301.20.00,"Raw furskins of rabbit or hare, whole",18,,,,,
4301.30.00,"Raw furskins of lamb, whole",18,,,,,
4301.40.00,"Raw furskins of beaver, whole",18,,,,,
4301.50.00,"Raw furskins of musk-rat, whole",18,,,,,
4301.60.00,"Raw furskins of fox, whole",18,,,,,
4301.70.00,"Raw furskins of seal, whole",18,,,,,
4301.80.00,"Other raw furskin, whole",18,,,,,
4301.90.00,"Raw furskins (heads, tails, paws, other pieces or cuttings)",18,,,,,
4302.00.00 �,"Tanned or dressed furskins (including heads, tails, paws and other pieces or cuttings), unassembled, or assembled (without the addition of other materials) other than those of heading 4303, such as Calf skins, with hair on tanned or dressed, Hides or skins other bovine and equine animals with hair on, tanned or dressed, etc., ",18,,,,,
4302.11.00,Whole skins of mink (tanned or dressed),18,,,,,
4302.12.00,Whole skins of rabbit or hare (tanned or dressed),18,,,,,
4302.13.00,Whole skins of lamb (tanned or dressed,18,,,,,
4302.19.00,Other whole skins (tanned or dressed),18,,,,,
4302.20.00,Pieces or cuttings of furskins (tanned or dressed),18,,,,,
4302.30.00,Whole skins and pieces or cuttings thereof (assembled),18,,,,,
4303.00.00,"Articles of apparel, clothing accessories and other articles of furskin ",28,,,,,
4303.10.00 �,Articles of apparel and clothing accessories of furskin,28,,,,,
4303.90.00,Other articles of furskin,28,,,,,
4304.00.00,"Artificial fur; Artificial fur as trimmings and embellishments for garments, made ups,
knitwear, plastic and leather goods
",18,,,,,
4304.00.00,Articles of Artificial fur.,28,,,,,
4401.00.00,Firewood or fuel wood,0,,,,,
4401.00.00,"Wood in chips or particles; sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar forms ",5,,,,,
4401.10.00,"Fuel wood, in logs, in billets, in twigs, in faggots or in similar forms",0,,,,,
4401.21.00,Coniferous-dry (wood in chips or particles),5,,,,,
4401.22.00,Nonconiferous-dry   (wood in chips or particles),5,,,,,
4401.30.00,"Sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar forms (wood in chips or particles)",5,,,,,
4402.00.00,"Wood charcoal (including shell or nut charcoal), whether or not agglomerated.",0,,,,,
4403.00.00,Wood in the rough.,18,,,,,
4403.10.00,"Treated with paint, stains, creosote or other preservatives",18,,,,,
4403.20.00,"Other, coniferousother, of the following tropical woods:",18,,,,,
4403.20.10,Sawlogs and veneerlogs,18,,,,,
4403.31.00,"Dark red meranti, light red meranti and meranti bakau",18,,,,,
4403.32.00,"White lauan, white meranti, white seraya, yellow meranti and alan",18,,,,,
4403.33.00,"Keruing, ramin, kapur, teak, jongkong, merbau, jelutong and kempas",18,,,,,
4403.34.00,"Okoume, obeche, sapelli, sipo, acajou d'afrique, makore and iroko",18,,,,,
4403.35.00,"Tiama, mansonia, ilomba, dibetou, limba and azobe other",18,,,,,
4403.41.00,"Dark red Meranti, Light Red Meranti and Meranti Bakau",18,,,,,
4403.49.10,Teak wood,18,,,,,
4403.91.00 �,Teak wood of oak (quercus spp),18,,,,,
4403.92.00,Teak wood of beech (fagus spp),18,,,,,
4403.99.00,Other than Teal wood,18,,,,,
4403.99.11,Andaman Padauk,18,,,,,
4403.99.12,Bonsum,18,,,,,
4403.99.13,Gurgan,18,,,,,
4403.99.14,Acacia Catechu (scientific name of Khair wood),18,,,,,
4403.99.14,Katha (Kasu),18,,,,,
4403.99.14,Katha Paan Sugandh,18,,,,,
4403.99.14,khair wood,18,,,,,
4403.99.14,Khair/ Katha / Kasu,18,,,,,
4403.99.15,Lampati,18,,,,,
4403.99.16,Laurel,18,,,,,
4403.99.17,Paliwood,18,,,,,
4403.99.18,Red Sanders,18,,,,,
4403.99.19,Rose wood,18,,,,,
4403.99.21,Sal,18,,,,,
4403.99.22,Sandal wood,18,,,,,
4403.99.23,Semul,18,,,,,
4403.99.24,Walnut wood,18,,,,,
4403.99.25,Ajam,18,,,,,
4403.99.26,Brich,18,,,,,
4403.99.27,Sissoo,18,,,,,
4403.99.28,White cedar,18,,,,,
4403.99.29,White cedar: Other,18,,,,,
4404.00.00,"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; wooden sticks, roughly trimmed but not turned, bent or otherwise worked, suitable for the manufacture of walking sticks, umbrellas, tool handles or the like ",12,,,,,
4404.10.00,Coniferous,12,,,,,
4404.20.00,Nonconiferous,12,,,,,
4405.00.00,"Wood wool, wood flour",12,,,,,
4406.00.00,Railway or tramway sleepers (cross-ties) of wood,12,,,,,
4406.10.00,Not impregnated,12,,,,,
4406.90.00 �,Railway or tramway sleepers (cross-ties) of wood: Other,12,,,,,
4407.00.00,Wood sawn or chipped.,18,,,,,
4407.10.00,Coniferous,18,,,,,
4407.21.00,"Dark red meranti, light red meranti, meranti bakau, white lauan, white meranti, white seraya, yellow meranti, alan, keruing, ramin, kapur, teak, jongkong, merbau, jelutong and kempas",18,,,,,
4407.22.00,"Okoume, obeche, sapelli, sipo, acajoud'afrique, makore, iroko, tiama, mansonia, ilomba, dibetou, limba and azobe",18,,,,,
4407.23.00,"Baboen, mahogany (swietenia spp), imbuia and balsaother",18,,,,,
4407.91.00,Of oak (quercus spp): red oak,18,,,,,
4407.92.00 �,Of beech (fagus spp),18,,,,,
4407.99.00,Other: maple (acer spp) (except japanese maple),18,,,,,
4408.00.00,All goods [other than for match splints],18,,,,,
4408.10.00,Coniferous,18,,,,,
4408.20.00,"Tropical woods: dark red meranti, light red meranti, white lauan, sipo, limba, okoume, obeche, acajou d' afrique, sapelli, baboen, mahogany (swietenia spp), palissandre du bresil and bois de rose femelle",18,,,,,
4408.90.00,"Veneer sheets etc, not over 6 mm thick: Other",18,,,,,
4409.00.00,"Wood (including strips and friezes for parquet flooring, not assembled) continuously shaped (tongued, grooved, rebated, chamfered, v-jointed, beaded, moulded, rounded or the like) along any of its edges or faces, whether or not planed, sanded or end-jointed ",18,,,,,
4409.10.10 �,"Coniferous, Planed, tongued, grooved, rebated, chamfered, v-jointed, and the like but not further moulded .",18,,,,,
4409.10.20 �,"Coniferous, Beadings, and mouldings (including moulded, skirting and other moulded boards)",18,,,,,
4409.21.00,"Nonconiferous, of bamboo",18,,,,,
4410.00.00,"Particle board, oriented strand board (osb) and similar board (for example, waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances Other than specified boards.",28,,,,,
4410.10.00,"Particle board, oriented strand board (osb) and similar board (for example, waferboard) of wood ",28,,,,,
4410.11.10,Particle boad: Plain particle boards,28,,,,,
4410.11.20,Particle boad: Insulation board and hardboard,28,,,,,
4410.11.30,"Particle boad: Veneered particle boad, not having decorative veneers on any fac4e.",28,,,,,
4410.12.00,Oriented strand boad (OSB),28,,,,,
4411.00.00,"Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances other specified boards.",28,,,,,
4411.11.00,Not mechanically worked or surface covered,28,,,,,
4411.12.00,Medium density fibre boad (MDF): of a thickness  not exceeding 5mm,28,,,,,
4411.13.00,Medium density fibre boad (MDF): of a thickness  exceeding 5mm but not exceeding 9mm,28,,,,,
4411.14.00,Medium density fibre boad (MDF): of a thickness  exceeding 9mm,28,,,,,
4411.19.00,Fiberboard of wood or other ligneous materials: Other,28,,,,,
4411.21.00,Not mechanically worked or surface covered,28,,,,,
4411.29.00,"Plywood, veneered panels & similar laminated wood: Other",28,,,,,
4411.31.00,Not mechanically worked or surface covered,28,,,,,
4411.39.00,Fiberboard of wood or other ligneous materials: Other,28,,,,,
4411.91.00,Not mechanically worked or surface covered,28,,,,,
4411.99.00,Fiberboard of wood or other ligneous materials: Other,28,,,,,
4412.00.00,"Plywood, veneered panels & similar laminated wood",28,,,,,
4412.11.00,"With at least one outer ply of the following tropical woods: dark red meranti, light red meranti, white lauan, sipo, limba, okoume, obeche, acajou d'afrique, sapelli, baboen, mahogany (swietenia spp), palissandre du bresil or bois de rose femelle",28,,,,,
4412.12.00,"Other, with at least one outer ply of nonconi-ferous wood",28,,,,,
4412.19.00,With both outer plies of coniferous wood,28,,,,,
4412.21.00,Containing at least one layer of particle board,28,,,,,
4412.29.00,"Plywood, veneered panels & similar laminated wood: Other",28,,,,,
4413.00.00,"Densified wood, in blocks, plates, strips or profile shapes",28,,,,,
4414.00.00,"Wooden frames for paintings, photographs, mirrors or similar objects",28,,,,,
4415.00.00,"Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood; pallets, box pallets and other load boards, of wood; pallet collars of wood 

",12,,,,,
4415.10.00,"Cases, boxes, crates, drums and similar packings;cable-drums",12,,,,,
4415.20.00,"Pallets, box pallets and other load boards",12,,,,,
4416.00.00,"Casks, barrels, vats, tubs and other coopers products and parts thereof, of wood, including staves - casks, barrels, vats, tubs and other coopers products and parts thereof, of wood, including staves. ",12,,,,,
4417.00.00,"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe lasts and trees of wood.",12,,,,,
4418.00.00,"Builders` joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes.",28,,,,,
4418.10.00,"Windows, french-windows and their frames of wood",28,,,,,
4418.20.00,Doors and their frames and thresholds,28,,,,,
4418.20.10,Flush doors of wood,28,,,,,
4418.20.20,Doors and their frames and thresholds of wood,28,,,,,
4418.30.00,Parquet panels of wood,28,,,,,
4418.40.00,Formwork (shuttering) for concrete constructional work of wood,28,,,,,
4418.50.00,Shingles and shakes square of wood,28,,,,,
4418.90.00,Builders' joinery and carpentry of wood: Other,28,,,,,
4400.00.00,"Resin bonded bamboo mat board, with or without veneer in between",18,,,,,
4419.00.00,"Tableware and kitchenware, of wood",18,,,,,
4420.00.00,"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, of wood; statuettes and other ornaments, of wood; wooden articles of furniture not falling in chapter 94 ",12,,,,,
4420.10.00 �,Statuettes and other ornaments of wood,12,,,,,
4420.90.00 �,"Other than Wood marquetry etc, jewel case etc & wood furn nesoi",12,,,,,
4421.00.00 �,"Other articles of wood; such as clothes hangers, Spools, cops, bobbins, sewing thread reels and the like of turned wood for various textile machinery, Match splints, Pencil slats, Parts of wood, namely oars, paddles and rudders for ships, boats and other similar floating structures, Parts of domestic decorative articles used as tableware and kitchenware [other than Wood paving blocks, articles of densified wood not elsewhere included or specified, Parts of domestic decorative articles used as tableware and kitchenware.

",12,,,,,
4421.00.00 �,"Wood paving blocks, articles of densified wood not elsewhere included or specified, Parts of domestic decorative articles used as tableware and kitchenware.

",28,,,,,
4421.10.00,Clothes hangers,12,,,,,
4421.90.00,Other than clothes hangers,12,,,,,
4421.90.40,Pencil slats,12,,,,,
4400.00.00,"The following goods, namely: �
a. Cement Bonded Particle Board;
b. Jute Particle Board;
c. Rice Husk Board;
d. Glass-fibre Reinforced Gypsum Board (GRG)
e. Sisal-fibre Boards;
f. Bagasse Board; and
g. Cotton Stalk Particle Board 
h. Particle/fibre board manufactured from agricultural crop residues.
",12,,,,,
4501.00.00,"Natural cork, raw or simply prepared",12,,,,,
4501.00.00,"Waste cork; crushed, granulated or ground cork ",18,,,,,
4501.10.00,"Natural cork, raw or simply prepared",12,,,,,
4501.90.00,"Other (including waste, granulated, crushed and ground)",18,,,,,
4502.00.00,"Natural cork, debacked or roughly squared, or in rectangular (including square) blocks, plates, sheets or strip (including sharp -edged blanks for corks or stoppers)",18,,,,,
4503.00.00,"Articles of natural cork such as Corks and Stoppers, Shuttlecock, cork bottom",18,,,,,
4503.10.00,Croks and stopers,18,,,,,
4503.90.10,"Shuttlecock, cork bottom",18,,,,,
4504.00.00,Agglomerated cork (with or without a binding substance) and articles of agglomerated cork ,18,,,,,
4504.10.00,"Blocks, plates, sheets and strip; tiles of any shape; solid cylinders, including disks",18,,,,,
4504.90.00,"Other:  Blocks, plates, sheets and strip; tiles of any shape; solid cylinders, including disks",18,,,,,
4601.00.00,"Plaits and similar products of plaiting materials, whether or not assembled into strips ; plaiting materials, plaits and similar products of plaiting materials, bound together in parallel strands or woven, in sheet form, whether or not being finished articles (for example, mats, matting, screens) of vegetable materials such as Banboo, of rattan, of Other Vegetable materials.",12,,,,,
4601.10.00,"Plaits and similar products of plaiting materials, whether or not assembled into strips",12,,,,,
4601.20.00�,"Mats, matting and screens of vegetable materials",12,,,,,
4601.20.20,"Mats, matting other than bamboo mats not selse where included or specified",12,,,,,
4601.20.90,"Mats, matting other than bamboo mats not selse where included or specified: Other",12,,,,,
4601.91.00,"Vegetable materials (bamboo, rattan, willow, chip and related fibrous vegetable substances)",12,,,,,
4601.99.00,"Vegetable materials (bamboo, rattan, willow, chip and related fibrous vegetable substances): Other",12,,,,,
4602.00.00,"Basketwork, wickerwork and other articles, made directly to shape from plaiting materials or made up from goods of heading 4601; articles of loofah ",12,,,,,
4602.10.00,"Basket work, wicker work and toher articles made directly to shape from vegetable plaiting materials (for example palm leaves) ",12,,,,,
4602.11.00,"Basket work, wicker work and other articles made of Bamboo",12,,,,,
4602.12.00,"Basket work, wicker work and other articles made of rattan",12,,,,,
4701.00.00,Mechanical woodpulp,12,,,,,
4702.00.00,"Chemical woodpulp, dissolving grades",12,,,,,
4703.00.00,"Chemical woodpulp, soda or sulfate, other than dissolving grades.",12,,,,,
4703.11.00,Unbleached  Coniferous,12,,,,,
4703.19.00,Unbleached  Nonconiferous,12,,,,,
4703.21.00,Semi-bleached or bleached  Coniferous,12,,,,,
4703.29.00,Semi-bleached or bleached  Nonconiferous,12,,,,,
4704.00.00 �,"Chemical woodpulp, sulfite, other than dissolving grades",12,,,,,
